Nº da Medida,Ementa,Situação
"495, de 19.7.2010
Publicada no DOU de 20.7.2010
Exposição de Motivos
Prorrogação de prazo","Altera as Leis nos 8.666, de 21 de junho de 1993, 8.958, de 20 de dezembro de 1994, e 10.973, de 2 de dezembro de 2004, e revoga o § 1o do art. 2o da Lei no 11.273, de 6 de fevereiro de 2006.","Convertida
Lei nº 12.349, de 2010"
"494, de 2.7.2010
Publicada no DOU de 2.7.2010 Edição extra
Exposição de Motivos
Prorrogação de prazo","Dispõe sobre o Sistema Nacional de Defesa Civil - SINDEC, sobre as transferências de recursos para ações de socorro, assistência às vítimas, restabelecimento de serviços essenciais e reconstrução nas áreas atingidas por desastre, sobre o Fundo Especial para Calamidades Públicas, e dá outras providências.","Convertida
Lei nº 12.340, de 2010"
"493, de 2.7.2010
Publicada no DOU de 2.7.2010 Edição extra
Exposição de Motivos
Prorrogação de prazo","Altera o Anexo I da Lei no 11.440, de 29 de dezembro de 2006, para modificar a divisão por níveis da Carreira de Diplomata, extingue cargos de Assistente de Chancelaria e autoriza a prorrogação de contratos por tempo determinado.","Convertida
 Lei nº 12.337, de 2010"
"492, de 29.6.2010
Publicada no DOU de 29.6.2010 Edição extra
Exposição de Motivos
Prorrogação de prazo","Acresce dispositivo ao art. 1o da Lei no 12.096, de 24 de novembro de 2009, abre prazo para os Municípios regularizarem os parcelamentos relativos a contribuições sociais previdenciárias, e institui, no âmbito do Ministério da Educação, o plano especial de recuperação da rede física escolar pública, com a finalidade de prestar assistência financeira para recuperação das redes físicas das escolas públicas estaduais, do Distrito Federal e municipais afetadas por desastres.",Vigência encerradaAto do Presidente da Mesa do Congresso Nacional
"491, de 23.6.2010
Publicada no DOU de 24.6.2010
Exposição de Motivos
Prorrogação de prazo",Institui o Programa Cinema Perto de Você e dá outras providências.,Vigência encerradaAto do Presidente da Mesa do Congresso Nacional
"490, de 7.6.2010
Publicada no DOU de 8.6.2010
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor da Presidência da República e dos Ministérios da Educação e da Integração Nacional, no valor global de R$ 1.287.072.416,00, para os fins que especifica.",Vigência encerradaAto do Presidente da Mesa do Congresso Nacional
"489, de 12.5.2010
Publicada no DOU de 13.5.2010 Edição extra
Exposição de Motivos
Prorrogação de prazo","Autoriza a União a integrar, na forma de consórcio público de regime especial, a Autoridade Pública Olímpica - APO, e dá outras providências.","Vigência encerrada
Ato do Presidente da Mesa do Congresso Nacional"
"488, de 12.5.2010
Publicada no DOU de 13.5.2010 Edição extra
Exposição de Motivos
Prorrogação de prazo",Autoriza a criação da Empresa Brasileira de Legado Esportivo S.A. - BRASIL 2016 e dá outras providências.,"Vigência encerrada
Ato do Presidente da Mesa do Congresso Nacional"
"487, de 23.4.2010
Publicada no DOU de 26.4.2010
Exposição de Motivos
Prorrogação de prazo","Altera a Lei no 12.096, de 24 de novembro de 2009, que autoriza a concessão de subvenção econômica ao Banco Nacional de Desenvolvimento Econômico e Social - BNDES, em operações de financiamento destinadas à aquisição e produção de bens de capital e à inovação tecnológica; afasta a incidência de restrição à contração de novas dívidas pelos Estados na hipótese de revisão do programa de ajuste fiscal em virtude de crescimento econômico baixo ou negativo; autoriza a União a permutar ações de sua propriedade por participações societárias detidas por entidades da administração pública federal indireta, a deixar de exercer e a ceder o seu direito de preferência para a subscrição de ações em aumentos de capital de sociedades de economia mista federais, a emitir títulos da dívida pública mobiliária federal em substituição de ações de sociedades de economia mista federais detidas pelo Fundo de Garantia à Exportação - FGE, e a realizar aumento de capital em empresas estatais, mediante a transferência de direitos decorrentes de adiantamentos efetuados para futuro aumento de capital; altera a Lei no 10.260, de 12 de julho de 2001; e dá outras providências.","Vigência encerrada
Ato do Presidente da Mesa do Congresso Nacional"
"486, de 30.3.2010
Publicada no DOU de 30.3.2010 - Ed. extra
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor de diversos órgãos do Poder Executivo, no valor global de R$ 1.429.428.268,00, para os fins que especifica.","Convertida
 Lei nº 12.308, de 2010"
"485, de 30.3.2010
Publicada no DOU de 30.3.2010 - Ed. extra
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor do Ministério da Educação e de Transferências a Estados, Distrito Federal e Municípios, no valor global de R$ 1.600.000.000,00, para os fins que especifica.","Convertida
Lei nº 12.307, de 2010"
"484, de 30.3.2010
Publicada no DOU de 30.3.2010 - Ed. extra
Exposição de Motivos
Prorrogação de prazo","Dispõe sobre a prestação de apoio financeiro pela União aos Estados e ao Distrito Federal, institui o Programa Especial de Fortalecimento do Ensino Médio, para o exercício de 2010, e dá outras providências.","Convertida
Lei nº 12.306, de 2010."
"483, de 24.3.2010
Publicada no DOU de 25.3.2010
Exposição de Motivos
Prorrogação de prazo","Altera as Leis nos 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, e 8.745, de 9 de dezembro de 1993, que dispõe sobre a contratação por tempo determinado para atender a necessidade temporária de excepcional interesse público, e dá outras providências.","Convertida
Lei nº 12.314, de 2010."
"482, de 10.2.2010
Publicada no DOU de 11.2.2010
Exposição de Motivos
Prorrogação de prazo","Dispõe sobre medidas de suspensão de concessões ou outras obrigações do País relativas aos direitos de propriedade intelectual e outros, em casos de descumprimento de obrigações do Acordo Constitutivo da Organização Mundial do Comércio - OMC.","ConvertidaLei nº 12.270, de 2010"
"481, de 10.2.2010
Publicada no DOU de 11.2.2010
Exposição de Motivos
Prorrogação de prazo",Autoriza o Poder Executivo a doar estoques públicos de alimentos para assistência humanitária internacional.,"Sem eficácia
Ato do Presidente da Mesa do Congresso Nacional"
"480, de 26.1.2010
Publicada no DOU de 27.1.2010
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor da Presidência da República, dos Ministérios da Agricultura, Pecuária e Abastecimento, das Relações Exteriores, da Saúde, da Defesa, da Integração Nacional e das Cidades, e de Transferências a Estados, Distrito Federal e Municípios, no valor global de R$ 1.374.057.000,00, para os fins que especifica.","ConvertidaLei nº 12.239, de 2010"
"479, de 30.12.2009
Publicada no DOU de 30.12.2009 - Edição extra
Exposição de Motivos
Prorrogação de prazo","Dispõe sobre o prazo para formalizar a opção para integrar o Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública, de que trata o art. 28-A da Lei no 11.355, de 19 de outubro de 2006; a Gratificação de Qualificação - GQ, de que tratam as Leis nos 11.355, de 2006, e 11.907, de 2 de fevereiro de 2009; as tabelas da Gratificação de Desempenho de Atividade de Ciência, Tecnologia, Produção e Inovação em Saúde Pública - GDACTSP, de que trata a Lei no 11.355, de 2006; o Plano de Carreiras e Cargos do IPEA, de que trata a Lei no 11.890, de 24 de dezembro de 2008; a Carreira de Perito Médico Previdenciário e a Carreira de Supervisor Médico-Pericial, de que trata a Lei no 11.907, de 2009; as Carreiras da Área Penitenciária Federal, de que trata a Lei no 11.907, de 2009; a integração ao Plano Especial de Cargos do Ministério da Fazenda - PECFAZ, de que trata a Lei no 11.907, de 2009, de cargos vagos redistribuídos para o Quadro de Pessoal do Ministério da Fazenda; os Cargos em Exercício das Atividades de Combate e Controle de Endemias; a Gratificação Específica de Produção de Radioisótopos e Radiofármacos - GEPR, de que trata a Lei no 11.907, de 2009; a transposição de cargos do PGPE, de que trata a Lei no 11.357, de 19 de outubro de 2006, para o Plano de Carreiras e Cargos do Hospital das Forças Armadas - PCCHFA; o enquadramento dos servidores titulares dos cargos de provimento efetivo de Professor do Ensino Básico Federal e de Professor do Ensino Básico Federal dos ex-Territórios na Carreira de Magistério do Ensino Básico, Técnico e Tecnológico, de que trata a Lei no 11.784, de 22 de setembro de 2008; a tabela de valores da Gratificação de Apoio à Execução da Política Indigenista - GAPIN, de que trata a Lei no 11.907, de 2009; a tabela de valor do ponto da Gratificação de Desempenho de Atividades Administrativas do DNPM - GDADNPM, e da Gratificação de Desempenho de Atividades Administrativas do Plano Especial de Cargos do DNPM - GDAPDNPM, de que trata a Lei no 11.046, de 27 de dezembro de 2004; a Carreira do Seguro Social, de que trata a Lei no 10.855, de 1o de abril de 2004; a possibilidade da aplicação do instituto da redistribuição de servidores para a Suframa e para a Embratur; a Gratificação Temporária das Unidades dos Sistemas Estruturadores da Administração Pública Federal - GSISTE, de que trata a Lei no 11.356, de 19 de outubro de 2006; os servidores da extinta Fundação Roquette Pinto cedidos nos termos do inciso I do art. 22 e do art. 23 da Lei no 9.637, de 15 de maio de 1998; as Carreiras de Oficial de Chancelaria e de Assistente de Chancelaria, de que trata a Lei no 8.829, de 22 de dezembro de 1993; o exercício no âmbito do Subsistema Integrado de Atenção à Saúde do Servidor Público Federal - SIASS; a licença por motivo de doença em pessoa da família e o afastamento para participação em programa de pós-graduação stricto sensu no País, de que tratam, respectivamente, os arts. 83 e 96-A da Lei no 8.112, de 11 de dezembro de 1990; a transposição de cargos do PGPE, de que trata a Lei no 11.357, de 19 de outubro de 2006, para o Plano Especial de Cargos da Cultura, de que trata a Lei no 11.233, de 22 de dezembro de 2005; reabre prazo para opção pela Carreira da Previdência, da Saúde e do Trabalho, de que trata a Lei no 11.355, de 2006; e dá outras providências.","ConvertidaLei nº 12.269, de 2010"
"478, de 29.12.2009
Publicada no DOU de 29.12.2009 - Edição extra
Exposição de Motivos
Prorrogação de prazo","Dispõe sobre a extinção da Apólice do Seguro Habitacional do Sistema Financeiro da Habitação - SH/SFH, altera a legislação tributária relativamente às regras de preços de transferência, e dá outras providências.","Vigência encerrada
Ato do Presidente da Mesa do Congresso Nacional"
"477, de 29.12.2009
Publicada no DOU de 29.12.2009 - Edição extra
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor de diversos órgãos e entidades do Poder Executivo, no valor global de R$ 18.191.723.573,00, e reduz o Orçamento de Investimento de diversas empresas no valor global de R$ 5.736.743.280,00, para os fins que especifica.","ConvertidaLei nº 12.240, de 2010"
"476, de 23.12.2009
Publicada no DOU de 24.12.2009
Exposição de Motivos
Prorrogação de prazo","Dispõe sobre a concessão de crédito presumido do Imposto sobre Produtos Industrializados - IPI na aquisição de resíduos sólidos por estabelecimento industrial para utilização como matérias-primas ou produtos intermediários na fabricação de seus produtos, e dá outras providências.","Vigência encerrada
Ato do Presidente da Mesa do
Congresso Nacional"
"475, de 23.12.2009
Publicada no DOU de 24.12.2009
Exposição de Motivos
Prorrogação de prazo",Dispõe sobre o reajuste dos benefícios mantidos pela Previdência Social em 2010 e 2011.,"ConvertidaLei nº 12.254, de 2010"
"474, de 23.12.2009
Publicada no DOU de 24.12.2009
Exposição de Motivos
Prorrogação de prazo",Dispõe sobre o salário mínimo a partir de 1o de janeiro de 2010 e estabelece diretrizes para a política de valorização do salário mínimo entre 2011 e 2023.,"ConvertidaLei nº 12.255, de 2010"
"473, de 15.12.2009
Publicada no DOU de 16.12.2009
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor dos Ministérios da Agricultura, Pecuária e Abastecimento, da Educação, da Saúde, dos Transportes e da Integração Nacional, no valor global de R$ 742.000.000,00, para os fins que especifica.","ConvertidaLei nº 12.233, de 2010"
"472, de 15.12.2009
Publicada no DOU de 16.12.2009
Exposição de Motivos
Prorrogação de prazo","Institui o Regime Especial de Incentivos para o Desenvolvimento de Infraestrutura da Indústria Petrolífera nas Regiões Norte, Nordeste e Centro-Oeste - REPENEC; cria o Programa Um Computador por Aluno - PROUCA e institui o Regime Especial de Aquisição de Computadores para uso Educacional - RECOMPE; prorroga benefícios fiscais; constitui fonte de recursos adicional aos agentes financeiros do Fundo da Marinha Mercante - FMM para financiamentos de projetos aprovados pelo Conselho Diretor do Fundo da Marinha Mercante - CDFMM; dispõe sobre a Letra Financeira e o Certificado de Operações Estruturadas; altera a redação da Lei no 11.948, de 16 de junho de 2009; ajusta o Programa Minha Casa Minha Vida - PMCMV; e dá outras providências.","ConvertidaLei nº 12.249, de 2010"
"471, de 20.11.2009
Publicada no DOU de 23.11.2009
Exposição de Motivos
Prorrogação de prazo","Altera as Leis nos 9.440, de 14 de março de 1997, e 9.826, de 23 de agosto de 1999, que estabelecem incentivos fiscais para o desenvolvimento regional.","ConvertidaLei nº 12.218, de 2010"
"470, de 13.10.2009
Publicada no DOU de 14.10.2009
Exposição de Motivos
Prorrogação de prazo",Constitui fonte adicional de recursos para ampliação de limites operacionais da Caixa Econômica Federal e dá outras providências.,"Vigência encerrada
Ato do presidente da Mesa do Congresso Nacional"
